Order ID,Customer ID,Warehouse ID,Customer Age,Customer Gender,Date,Product ID,SKU ID,Category,Quantity,Price per Unit
27,CUST509,WH001,33,Male,2023-12-25,Product_099,SKU_416,Beauty & Personal Care,1,92.11
27,CUST509,WH001,33,Male,2023-12-25,Product_037,SKU_673,Electronics,3,799.59
27,CUST509,WH001,33,Male,2023-12-25,Product_093,SKU_693,Books & Media,1,625.3
27,CUST509,WH001,33,Male,2023-12-25,Product_003,SKU_784,Toys & Games,3,743.02
27,CUST509,WH001,33,Male,2023-12-25,Product_017,SKU_556,Beauty & Personal Care,1,49.39
27,CUST509,WH001,33,Male,2023-12-25,Product_128,SKU_600,Home Appliances,4,690.81
27,CUST509,WH001,33,Male,2023-12-25,Product_094,SKU_155,Home Appliances,3,269.84
27,CUST509,WH001,33,Male,2023-12-25,Product_186,SKU_041,Toys & Games,4,646.73
28,CUST816,WH004,53,Female,2023-06-11,Product_048,SKU_804,Toys & Games,1,594.14
28,CUST816,WH004,53,Female,2023-06-11,Product_092,SKU_101,Fashion & Apparel,2,444.85
28,CUST816,WH004,53,Female,2023-06-11,Product_200,SKU_506,Fashion & Apparel,2,491.1
29,CUST296,WH004,29,Male,2023-10-02,Product_199,SKU_351,Automotive,5,105.25
29,CUST296,WH004,29,Male,2023-10-02,Product_183,SKU_042,Fashion & Apparel,2,214.02
29,CUST296,WH004,29,Male,2023-10-02,Product_172,SKU_794,Groceries & Gourmet Food,2,400.67
30,CUST872,WH001,43,Female,2023-06-03,Product_149,SKU_519,Groceries & Gourmet Food,3,886.75
30,CUST872,WH001,43,Female,2023-06-03,Product_060,SKU_686,Books & Media,2,860.65
35,CUST915,WH005,54,Male,2023-01-07,Product_107,SKU_543,Sports & Outdoors,2,226.6
35,CUST915,WH005,54,Male,2023-01-07,Product_120,SKU_662,Electronics,5,228.95
35,CUST915,WH005,54,Male,2023-01-07,Product_095,SKU_771,Home Appliances,1,54.62
35,CUST915,WH005,54,Male,2023-01-07,Product_041,SKU_260,Automotive,1,821.33
35,CUST915,WH005,54,Male,2023-01-07,Product_005,SKU_660,Automotive,5,970.75
40,CUST919,WH005,30,Male,2023-07-07,Product_182,SKU_061,Beauty & Personal Care,3,82.98
40,CUST919,WH005,30,Male,2023-07-07,Product_008,SKU_049,Fashion & Apparel,5,837.87
40,CUST919,WH005,30,Male,2023-07-07,Product_119,SKU_071,Home Appliances,5,919.54
40,CUST919,WH005,30,Male,2023-07-07,Product_180,SKU_635,Fashion & Apparel,2,241.8
41,CUST902,WH002,64,Male,2023-05-18,Product_046,SKU_083,Fashion & Apparel,3,583.26
41,CUST902,WH002,64,Male,2023-05-18,Product_080,SKU_415,Health & Wellness,5,571.55
41,CUST902,WH002,64,Male,2023-05-18,Product_186,SKU_289,Toys & Games,2,532.39
41,CUST902,WH002,64,Male,2023-05-18,Product_029,SKU_892,Automotive,2,359.64
41,CUST902,WH002,64,Male,2023-05-18,Product_117,SKU_076,Books & Media,4,898.78
41,CUST902,WH002,64,Male,2023-05-18,Product_006,SKU_745,Automotive,4,992.6
41,CUST902,WH002,64,Male,2023-05-18,Product_104,SKU_926,Fashion & Apparel,5,576.38
43,CUST341,WH002,34,Female,2023-03-16,Product_044,SKU_222,Beauty & Personal Care,1,62.14
43,CUST341,WH002,34,Female,2023-03-16,Product_046,SKU_370,Fashion & Apparel,4,627.5
48,CUST362,WH001,28,Female,2023-08-29,Product_081,SKU_035,Books & Media,2,652.5
48,CUST362,WH001,28,Female,2023-08-29,Product_054,SKU_238,Books & Media,4,182.99
48,CUST362,WH001,28,Female,2023-08-29,Product_101,SKU_194,Health & Wellness,5,346.2
48,CUST362,WH001,28,Female,2023-08-29,Product_183,SKU_175,Fashion & Apparel,4,584.14
48,CUST362,WH001,28,Female,2023-08-29,Product_124,SKU_711,Toys & Games,2,320.73
48,CUST362,WH001,28,Female,2023-08-29,Product_137,SKU_344,Home Appliances,2,95.56
49,CUST123,WH003,55,Male,2023-07-17,Product_109,SKU_912,Fashion & Apparel,3,812.72
49,CUST123,WH003,55,Male,2023-07-17,Product_171,SKU_931,Toys & Games,4,185.97
49,CUST123,WH003,55,Male,2023-07-17,Product_076,SKU_886,Fashion & Apparel,1,853.58
50,CUST394,WH003,42,Female,2023-06-02,Product_025,SKU_278,Toys & Games,3,686.25
50,CUST394,WH003,42,Female,2023-06-02,Product_112,SKU_359,Toys & Games,4,386.66
50,CUST394,WH003,42,Female,2023-06-02,Product_176,SKU_983,Health & Wellness,4,451.35
53,CUST353,WH005,51,Female,2023-04-07,Product_111,SKU_327,Electronics,2,688.11
53,CUST353,WH005,51,Female,2023-04-07,Product_200,SKU_271,Fashion & Apparel,1,226.76
53,CUST353,WH005,51,Female,2023-04-07,Product_187,SKU_341,Home Appliances,3,615.93
53,CUST353,WH005,51,Female,2023-04-07,Product_080,SKU_875,Health & Wellness,4,312.04
53,CUST353,WH005,51,Female,2023-04-07,Product_138,SKU_330,Toys & Games,4,486.02
55,CUST539,WH004,61,Female,2023-06-11,Product_166,SKU_755,Sports & Outdoors,5,520.48
55,CUST539,WH004,61,Female,2023-06-11,Product_014,SKU_826,Beauty & Personal Care,2,47.49
55,CUST539,WH004,61,Female,2023-06-11,Product_186,SKU_537,Toys & Games,3,551.4
55,CUST539,WH004,61,Female,2023-06-11,Product_040,SKU_236,Health & Wellness,5,117.87
55,CUST539,WH004,61,Female,2023-06-11,Product_001,SKU_129,Health & Wellness,4,336.09
55,CUST539,WH004,61,Female,2023-06-11,Product_109,SKU_202,Fashion & Apparel,5,114.54
55,CUST539,WH004,61,Female,2023-06-11,Product_042,SKU_086,Books & Media,2,548.98
55,CUST539,WH004,61,Female,2023-06-11,Product_044,SKU_583,Beauty & Personal Care,2,30.78
55,CUST539,WH004,61,Female,2023-06-11,Product_032,SKU_347,Electronics,4,179.3
56,CUST203,WH002,33,Female,2023-09-23,Product_001,SKU_129,Health & Wellness,4,412.96
56,CUST203,WH002,33,Female,2023-09-23,Product_026,SKU_993,Fashion & Apparel,3,427.74
56,CUST203,WH002,33,Female,2023-09-23,Product_083,SKU_402,Toys & Games,5,561.3
56,CUST203,WH002,33,Female,2023-09-23,Product_066,SKU_800,Home Appliances,2,922.69
58,CUST051,WH004,37,Female,2023-09-23,Product_194,SKU_434,Groceries & Gourmet Food,3,784.84
61,CUST986,WH001,47,Female,2023-07-24,Product_093,SKU_241,Books & Media,3,99.12
61,CUST986,WH001,47,Female,2023-07-24,Product_048,SKU_804,Toys & Games,5,435.46
61,CUST986,WH001,47,Female,2023-07-24,Product_073,SKU_373,Beauty & Personal Care,3,70.72
61,CUST986,WH001,47,Female,2023-07-24,Product_037,SKU_201,Electronics,5,96.72
61,CUST986,WH001,47,Female,2023-07-24,Product_177,SKU_212,Toys & Games,1,723.39
61,CUST986,WH001,47,Female,2023-07-24,Product_186,SKU_919,Toys & Games,1,588.61
63,CUST324,WH005,25,Female,2023-08-31,Product_081,SKU_209,Books & Media,3,747.47
63,CUST324,WH005,25,Female,2023-08-31,Product_131,SKU_047,Health & Wellness,3,678.8
64,CUST501,WH002,18,Female,2023-01-26,Product_137,SKU_164,Home Appliances,2,147.77
64,CUST501,WH002,18,Female,2023-01-26,Product_117,SKU_076,Books & Media,1,152.58
64,CUST501,WH002,18,Female,2023-01-26,Product_078,SKU_816,Automotive,5,875.89
64,CUST501,WH002,18,Female,2023-01-26,Product_184,SKU_746,Toys & Games,4,844.84
65,CUST135,WH003,21,Male,2023-10-06,Product_192,SKU_956,Electronics,1,743.0
65,CUST135,WH003,21,Male,2023-10-06,Product_194,SKU_710,Groceries & Gourmet Food,4,722.34
65,CUST135,WH003,21,Male,2023-10-06,Product_126,SKU_512,Beauty & Personal Care,3,21.53
65,CUST135,WH003,21,Male,2023-10-06,Product_040,SKU_632,Health & Wellness,1,384.54
65,CUST135,WH003,21,Male,2023-10-06,Product_068,SKU_098,Health & Wellness,2,114.69
68,CUST332,WH001,21,Female,2023-07-13,Product_001,SKU_129,Health & Wellness,4,91.83
68,CUST332,WH001,21,Female,2023-07-13,Product_179,SKU_835,Home Appliances,5,499.02
68,CUST332,WH001,21,Female,2023-07-13,Product_164,SKU_540,Electronics,2,655.68
70,CUST256,WH001,23,Female,2023-06-22,Product_180,SKU_408,Fashion & Apparel,3,842.57
70,CUST256,WH001,23,Female,2023-06-22,Product_133,SKU_240,Toys & Games,4,233.12
70,CUST256,WH001,23,Female,2023-06-22,Product_020,SKU_438,Health & Wellness,5,979.34
72,CUST478,WH001,57,Female,2023-10-24,Product_176,SKU_953,Health & Wellness,4,581.18
72,CUST478,WH001,57,Female,2023-10-24,Product_176,SKU_187,Health & Wellness,3,713.01
72,CUST478,WH001,57,Female,2023-10-24,Product_055,SKU_699,Automotive,5,390.64
72,CUST478,WH001,57,Female,2023-10-24,Product_138,SKU_087,Toys & Games,1,124.63
72,CUST478,WH001,57,Female,2023-10-24,Product_051,SKU_765,Automotive,2,862.19
72,CUST478,WH001,57,Female,2023-10-24,Product_198,SKU_815,Health & Wellness,4,282.79
72,CUST478,WH001,57,Female,2023-10-24,Product_085,SKU_152,Books & Media,4,966.14
73,CUST466,WH002,48,Female,2023-04-19,Product_078,SKU_117,Automotive,1,804.33
73,CUST466,WH002,48,Female,2023-04-19,Product_078,SKU_816,Automotive,4,776.59
73,CUST466,WH002,48,Female,2023-04-19,Product_052,SKU_135,Health & Wellness,4,744.48
73,CUST466,WH002,48,Female,2023-04-19,Product_041,SKU_128,Automotive,2,239.24
73,CUST466,WH002,48,Female,2023-04-19,Product_150,SKU_822,Beauty & Personal Care,3,20.23
73,CUST466,WH002,48,Female,2023-04-19,Product_112,SKU_359,Toys & Games,1,58.88
73,CUST466,WH002,48,Female,2023-04-19,Product_160,SKU_622,Health & Wellness,5,548.35
74,CUST554,WH003,45,Female,2023-04-27,Product_001,SKU_969,Health & Wellness,5,558.25
78,CUST122,WH001,60,Female,2023-06-12,Product_057,SKU_849,Automotive,3,521.86
78,CUST122,WH001,60,Female,2023-06-12,Product_017,SKU_014,Beauty & Personal Care,2,57.21
78,CUST122,WH001,60,Female,2023-06-12,Product_193,SKU_946,Fashion & Apparel,2,280.04
78,CUST122,WH001,60,Female,2023-06-12,Product_174,SKU_867,Health & Wellness,3,870.45
78,CUST122,WH001,60,Female,2023-06-12,Product_148,SKU_265,Groceries & Gourmet Food,3,969.18
78,CUST122,WH001,60,Female,2023-06-12,Product_134,SKU_721,Beauty & Personal Care,3,41.62
78,CUST122,WH001,60,Female,2023-06-12,Product_169,SKU_177,Automotive,2,230.83
80,CUST474,WH003,53,Female,2023-01-11,Product_120,SKU_308,Electronics,1,294.25
81,CUST076,WH005,56,Male,2023-04-05,Product_158,SKU_013,Groceries & Gourmet Food,5,139.89
81,CUST076,WH005,56,Male,2023-04-05,Product_046,SKU_703,Fashion & Apparel,5,721.62
81,CUST076,WH005,56,Male,2023-04-05,Product_158,SKU_791,Groceries & Gourmet Food,3,955.12
81,CUST076,WH005,56,Male,2023-04-05,Product_102,SKU_498,Automotive,1,562.75
83,CUST873,WH005,49,Female,2023-01-26,Product_101,SKU_194,Health & Wellness,5,185.49
83,CUST873,WH005,49,Female,2023-01-26,Product_188,SKU_463,Automotive,5,347.78
83,CUST873,WH005,49,Female,2023-01-26,Product_118,SKU_674,Toys & Games,5,278.85
83,CUST873,WH005,49,Female,2023-01-26,Product_161,SKU_857,Fashion & Apparel,3,905.18
84,CUST357,WH001,39,Male,2023-06-08,Product_200,SKU_985,Fashion & Apparel,2,767.66
84,CUST357,WH001,39,Male,2023-06-08,Product_123,SKU_254,Automotive,5,138.69
85,CUST234,WH004,36,Female,2023-06-16,Product_164,SKU_865,Electronics,5,479.89
85,CUST234,WH004,36,Female,2023-06-16,Product_064,SKU_166,Fashion & Apparel,1,112.59
85,CUST234,WH004,36,Female,2023-06-16,Product_029,SKU_592,Automotive,2,68.22
85,CUST234,WH004,36,Female,2023-06-16,Product_198,SKU_981,Health & Wellness,2,854.33
86,CUST019,WH001,50,Male,2023-07-09,Product_095,SKU_771,Home Appliances,2,743.77
86,CUST019,WH001,50,Male,2023-07-09,Product_016,SKU_614,Home Appliances,4,464.78
86,CUST019,WH001,50,Male,2023-07-09,Product_170,SKU_496,Books & Media,4,533.13
86,CUST019,WH001,50,Male,2023-07-09,Product_167,SKU_229,Toys & Games,1,811.37
88,CUST315,WH005,51,Female,2023-05-22,Product_060,SKU_207,Books & Media,4,263.26
88,CUST315,WH005,51,Female,2023-05-22,Product_091,SKU_937,Books & Media,2,540.8
88,CUST315,WH005,51,Female,2023-05-22,Product_166,SKU_523,Sports & Outdoors,2,424.36
89,CUST784,WH002,41,Female,2023-01-13,Product_129,SKU_696,Fashion & Apparel,4,865.18
89,CUST784,WH002,41,Female,2023-01-13,Product_137,SKU_344,Home Appliances,5,414.75
89,CUST784,WH002,41,Female,2023-01-13,Product_012,SKU_091,Home Appliances,2,707.07
89,CUST784,WH002,41,Female,2023-01-13,Product_021,SKU_690,Groceries & Gourmet Food,1,907.27
95,CUST165,WH003,40,Male,2023-10-05,Product_004,SKU_290,Beauty & Personal Care,4,41.7
96,CUST263,WH002,52,Female,2023-05-30,Product_090,SKU_377,Toys & Games,5,459.4
96,CUST263,WH002,52,Female,2023-05-30,Product_182,SKU_573,Beauty & Personal Care,2,30.79
96,CUST263,WH002,52,Female,2023-05-30,Product_021,SKU_690,Groceries & Gourmet Food,3,449.49
96,CUST263,WH002,52,Female,2023-05-30,Product_095,SKU_409,Home Appliances,1,973.28
96,CUST263,WH002,52,Female,2023-05-30,Product_132,SKU_368,Health & Wellness,3,133.28
98,CUST776,WH002,57,Male,2023-04-16,Product_043,SKU_846,Toys & Games,3,423.59
98,CUST776,WH002,57,Male,2023-04-16,Product_132,SKU_368,Health & Wellness,4,936.26
98,CUST776,WH002,57,Male,2023-04-16,Product_138,SKU_087,Toys & Games,2,365.15
98,CUST776,WH002,57,Male,2023-04-16,Product_066,SKU_147,Home Appliances,4,276.24
98,CUST776,WH002,57,Male,2023-04-16,Product_099,SKU_053,Beauty & Personal Care,3,99.78
99,CUST087,WH004,57,Female,2023-01-27,Product_171,SKU_636,Toys & Games,2,261.1
101,CUST563,WH001,24,Male,2023-08-17,Product_156,SKU_834,Beauty & Personal Care,1,95.4
101,CUST563,WH001,24,Male,2023-08-17,Product_014,SKU_877,Beauty & Personal Care,3,65.54
101,CUST563,WH001,24,Male,2023-08-17,Product_091,SKU_939,Books & Media,3,72.58
101,CUST563,WH001,24,Male,2023-08-17,Product_123,SKU_294,Automotive,1,383.25
101,CUST563,WH001,24,Male,2023-08-17,Product_085,SKU_850,Books & Media,4,756.44
101,CUST563,WH001,24,Male,2023-08-17,Product_025,SKU_394,Toys & Games,4,102.4
101,CUST563,WH001,24,Male,2023-08-17,Product_048,SKU_966,Toys & Games,1,956.99
102,CUST771,WH002,56,Male,2023-11-26,Product_063,SKU_226,Health & Wellness,4,827.52
102,CUST771,WH002,56,Male,2023-11-26,Product_049,SKU_012,Health & Wellness,5,889.09
102,CUST771,WH002,56,Male,2023-11-26,Product_091,SKU_446,Books & Media,4,241.1
103,CUST727,WH001,26,Female,2023-07-15,Product_088,SKU_609,Electronics,1,385.83
105,CUST016,WH003,56,Female,2023-05-20,Product_035,SKU_965,Groceries & Gourmet Food,4,439.69
105,CUST016,WH003,56,Female,2023-05-20,Product_117,SKU_184,Books & Media,4,190.53
105,CUST016,WH003,56,Female,2023-05-20,Product_067,SKU_629,Home Appliances,1,769.98
107,CUST385,WH002,33,Male,2023-10-15,Product_090,SKU_521,Toys & Games,1,568.59
107,CUST385,WH002,33,Male,2023-10-15,Product_031,SKU_720,Sports & Outdoors,5,799.79
107,CUST385,WH002,33,Male,2023-10-15,Product_092,SKU_101,Fashion & Apparel,3,662.59
108,CUST118,WH004,52,Male,2023-07-07,Product_073,SKU_596,Beauty & Personal Care,3,61.36
108,CUST118,WH004,52,Male,2023-07-07,Product_142,SKU_580,Health & Wellness,2,99.3
108,CUST118,WH004,52,Male,2023-07-07,Product_185,SKU_094,Beauty & Personal Care,1,66.95
108,CUST118,WH004,52,Male,2023-07-07,Product_144,SKU_466,Fashion & Apparel,2,537.86
109,CUST780,WH001,39,Female,2023-10-28,Product_003,SKU_590,Toys & Games,4,662.03
109,CUST780,WH001,39,Female,2023-10-28,Product_106,SKU_054,Books & Media,1,882.78
109,CUST780,WH001,39,Female,2023-10-28,Product_094,SKU_876,Home Appliances,2,920.95
109,CUST780,WH001,39,Female,2023-10-28,Product_168,SKU_121,Groceries & Gourmet Food,3,201.76
109,CUST780,WH001,39,Female,2023-10-28,Product_081,SKU_115,Books & Media,2,967.15
109,CUST780,WH001,39,Female,2023-10-28,Product_196,SKU_413,Books & Media,5,986.36
109,CUST780,WH001,39,Female,2023-10-28,Product_036,SKU_836,Sports & Outdoors,3,799.25
111,CUST023,WH004,47,Female,2023-04-05,Product_021,SKU_948,Groceries & Gourmet Food,5,750.74
111,CUST023,WH004,47,Female,2023-04-05,Product_105,SKU_925,Fashion & Apparel,5,238.34
111,CUST023,WH004,47,Female,2023-04-05,Product_078,SKU_149,Automotive,2,551.67
113,CUST103,WH001,59,Female,2023-06-30,Product_186,SKU_509,Toys & Games,5,585.94
113,CUST103,WH001,59,Female,2023-06-30,Product_150,SKU_994,Beauty & Personal Care,4,83.21
114,CUST679,WH004,21,Female,2023-02-24,Product_081,SKU_774,Books & Media,5,698.03
114,CUST679,WH004,21,Female,2023-02-24,Product_054,SKU_410,Books & Media,2,334.4
114,CUST679,WH004,21,Female,2023-02-24,Product_084,SKU_057,Groceries & Gourmet Food,2,555.52
114,CUST679,WH004,21,Female,2023-02-24,Product_169,SKU_018,Automotive,2,674.53
115,CUST175,WH003,23,Female,2023-05-29,Product_073,SKU_335,Beauty & Personal Care,1,50.68
115,CUST175,WH003,23,Female,2023-05-29,Product_066,SKU_941,Home Appliances,1,318.68
115,CUST175,WH003,23,Female,2023-05-29,Product_149,SKU_319,Groceries & Gourmet Food,2,486.95
115,CUST175,WH003,23,Female,2023-05-29,Product_041,SKU_678,Automotive,4,347.29
115,CUST175,WH003,23,Female,2023-05-29,Product_054,SKU_684,Books & Media,3,830.43
115,CUST175,WH003,23,Female,2023-05-29,Product_165,SKU_185,Groceries & Gourmet Food,1,690.68
115,CUST175,WH003,23,Female,2023-05-29,Product_020,SKU_764,Health & Wellness,4,710.39
115,CUST175,WH003,23,Female,2023-05-29,Product_096,SKU_665,Home Appliances,2,562.07
115,CUST175,WH003,23,Female,2023-05-29,Product_048,SKU_804,Toys & Games,1,78.77
115,CUST175,WH003,23,Female,2023-05-29,Product_064,SKU_552,Fashion & Apparel,2,278.93
115,CUST175,WH003,23,Female,2023-05-29,Product_184,SKU_746,Toys & Games,1,833.73
116,CUST594,WH002,19,Female,2023-05-06,Product_081,SKU_774,Books & Media,2,636.64
116,CUST594,WH002,19,Female,2023-05-06,Product_061,SKU_783,Toys & Games,3,963.51
118,CUST342,WH004,58,Female,2023-08-15,Product_096,SKU_334,Home Appliances,3,270.9
118,CUST342,WH004,58,Female,2023-08-15,Product_190,SKU_490,Groceries & Gourmet Food,4,189.89
118,CUST342,WH004,58,Female,2023-08-15,Product_119,SKU_639,Home Appliances,4,100.06
118,CUST342,WH004,58,Female,2023-08-15,Product_062,SKU_970,Toys & Games,2,588.01
118,CUST342,WH004,58,Female,2023-08-15,Product_179,SKU_060,Home Appliances,2,833.93
118,CUST342,WH004,58,Female,2023-08-15,Product_085,SKU_625,Books & Media,4,854.1
118,CUST342,WH004,58,Female,2023-08-15,Product_125,SKU_842,Toys & Games,3,556.51
118,CUST342,WH004,58,Female,2023-08-15,Product_041,SKU_260,Automotive,4,454.28
118,CUST342,WH004,58,Female,2023-08-15,Product_048,SKU_973,Toys & Games,2,541.13
118,CUST342,WH004,58,Female,2023-08-15,Product_016,SKU_156,Home Appliances,2,887.71
118,CUST342,WH004,58,Female,2023-08-15,Product_116,SKU_866,Home Appliances,4,888.66
118,CUST342,WH004,58,Female,2023-08-15,Product_149,SKU_319,Groceries & Gourmet Food,1,690.21
118,CUST342,WH004,58,Female,2023-08-15,Product_198,SKU_369,Health & Wellness,2,65.79
119,CUST367,WH004,56,Female,2023-08-26,Product_008,SKU_388,Fashion & Apparel,3,349.79
119,CUST367,WH004,56,Female,2023-08-26,Product_131,SKU_099,Health & Wellness,1,319.37
121,CUST449,WH004,48,Male,2023-11-03,Product_120,SKU_308,Electronics,5,676.26
121,CUST449,WH004,48,Male,2023-11-03,Product_127,SKU_860,Books & Media,2,260.46
121,CUST449,WH004,48,Male,2023-11-03,Product_077,SKU_474,Automotive,1,578.23
121,CUST449,WH004,48,Male,2023-11-03,Product_137,SKU_412,Home Appliances,2,646.54
124,CUST806,WH003,63,Female,2023-06-14,Product_064,SKU_552,Fashion & Apparel,2,377.02
124,CUST806,WH003,63,Female,2023-06-14,Product_164,SKU_943,Electronics,5,79.1
124,CUST806,WH003,63,Female,2023-06-14,Product_125,SKU_713,Toys & Games,4,675.07
125,CUST414,WH003,40,Female,2023-03-19,Product_159,SKU_395,Electronics,3,157.81
127,CUST877,WH002,62,Male,2023-12-16,Product_160,SKU_974,Health & Wellness,4,294.04
