Product ID,SKU ID,Category,Price per Unit
Product_178,SKU_569,Beauty & Personal Care,99.66
Product_064,SKU_256,Fashion & Apparel,640.06
Product_127,SKU_860,Books & Media,979.31
Product_125,SKU_439,Toys & Games,213.78
Product_046,SKU_890,Fashion & Apparel,51.15
Product_116,SKU_367,Home Appliances,289.13
Product_058,SKU_276,Health & Wellness,812.67
Product_152,SKU_279,Beauty & Personal Care,54.56
Product_132,SKU_368,Health & Wellness,590.86
Product_097,SKU_036,Toys & Games,541.09
Product_018,SKU_065,Fashion & Apparel,408.91
Product_094,SKU_306,Home Appliances,362.55
Product_091,SKU_677,Books & Media,267.74
Product_045,SKU_608,Automotive,519.39
Product_132,SKU_368,Health & Wellness,703.0
Product_053,SKU_733,Automotive,523.47
Product_040,SKU_462,Health & Wellness,907.72
Product_106,SKU_630,Books & Media,766.26
Product_022,SKU_531,Sports & Outdoors,820.7
Product_190,SKU_718,Groceries & Gourmet Food,163.07
Product_195,SKU_338,Fashion & Apparel,848.01
Product_190,SKU_502,Groceries & Gourmet Food,953.67
Product_106,SKU_869,Books & Media,460.96
Product_028,SKU_272,Books & Media,980.94
Product_141,SKU_887,Books & Media,54.22
Product_152,SKU_279,Beauty & Personal Care,92.81
Product_088,SKU_393,Electronics,535.29
Product_175,SKU_841,Fashion & Apparel,458.42
Product_004,SKU_868,Beauty & Personal Care,36.48
Product_185,SKU_404,Beauty & Personal Care,58.47
Product_099,SKU_123,Beauty & Personal Care,66.3
Product_122,SKU_365,Electronics,992.32
Product_175,SKU_841,Fashion & Apparel,559.06
Product_029,SKU_873,Automotive,160.12
Product_008,SKU_049,Fashion & Apparel,277.81
Product_094,SKU_876,Home Appliances,681.79
Product_079,SKU_437,Sports & Outdoors,775.25
Product_113,SKU_102,Home Appliances,931.67
Product_169,SKU_741,Automotive,616.05
Product_077,SKU_317,Automotive,848.56
Product_119,SKU_978,Home Appliances,100.27
Product_028,SKU_859,Books & Media,146.81
Product_094,SKU_578,Home Appliances,478.51
Product_118,SKU_674,Toys & Games,134.85
Product_089,SKU_830,Sports & Outdoors,128.06
Product_117,SKU_184,Books & Media,739.17
Product_149,SKU_519,Groceries & Gourmet Food,91.49
Product_019,SKU_284,Electronics,575.52
Product_158,SKU_013,Groceries & Gourmet Food,681.09
Product_135,SKU_750,Books & Media,579.23
Product_120,SKU_482,Electronics,905.84
Product_174,SKU_867,Health & Wellness,824.55
Product_121,SKU_758,Groceries & Gourmet Food,896.58
Product_040,SKU_632,Health & Wellness,641.89
Product_129,SKU_696,Fashion & Apparel,168.98
Product_113,SKU_307,Home Appliances,298.78
Product_135,SKU_478,Books & Media,644.3
Product_126,SKU_651,Beauty & Personal Care,23.12
Product_012,SKU_517,Home Appliances,707.07
Product_190,SKU_502,Groceries & Gourmet Food,293.13
Product_143,SKU_510,Fashion & Apparel,352.16
Product_066,SKU_147,Home Appliances,642.53
Product_021,SKU_003,Groceries & Gourmet Food,772.2
Product_171,SKU_780,Toys & Games,243.27
Product_013,SKU_595,Home Appliances,843.8
Product_118,SKU_674,Toys & Games,589.8
Product_071,SKU_589,Beauty & Personal Care,31.1
Product_021,SKU_694,Groceries & Gourmet Food,546.82
Product_101,SKU_011,Health & Wellness,879.83
Product_069,SKU_942,Toys & Games,349.75
Product_152,SKU_279,Beauty & Personal Care,22.56
Product_118,SKU_062,Toys & Games,771.1
Product_022,SKU_683,Sports & Outdoors,668.64
Product_130,SKU_203,Fashion & Apparel,195.59
Product_040,SKU_312,Health & Wellness,360.87
Product_094,SKU_876,Home Appliances,347.9
Product_200,SKU_271,Fashion & Apparel,255.21
Product_178,SKU_808,Beauty & Personal Care,89.98
Product_071,SKU_213,Beauty & Personal Care,76.43
Product_004,SKU_292,Beauty & Personal Care,27.03
Product_125,SKU_770,Toys & Games,134.7
Product_057,SKU_168,Automotive,878.59
Product_153,SKU_322,Toys & Games,129.51
Product_199,SKU_398,Automotive,429.37
Product_130,SKU_113,Fashion & Apparel,897.32
Product_149,SKU_442,Groceries & Gourmet Food,458.54
Product_044,SKU_627,Beauty & Personal Care,55.14
Product_114,SKU_962,Home Appliances,125.7
Product_084,SKU_146,Groceries & Gourmet Food,916.26
Product_029,SKU_873,Automotive,688.25
Product_044,SKU_627,Beauty & Personal Care,22.57
Product_011,SKU_111,Beauty & Personal Care,99.79
Product_168,SKU_871,Groceries & Gourmet Food,439.44
Product_155,SKU_987,Toys & Games,551.25
Product_078,SKU_149,Automotive,615.77
Product_157,SKU_247,Home Appliances,104.28
Product_122,SKU_933,Electronics,722.87
Product_109,SKU_202,Fashion & Apparel,662.77
Product_082,SKU_389,Health & Wellness,466.5
Product_026,SKU_993,Fashion & Apparel,603.31
Product_154,SKU_435,Toys & Games,632.4
Product_142,SKU_858,Health & Wellness,652.8
Product_116,SKU_866,Home Appliances,556.04
Product_065,SKU_989,Toys & Games,839.54
Product_143,SKU_510,Fashion & Apparel,449.42
Product_085,SKU_656,Books & Media,816.14
Product_119,SKU_239,Home Appliances,810.73
Product_108,SKU_492,Books & Media,562.19
Product_042,SKU_716,Books & Media,536.98
Product_134,SKU_984,Beauty & Personal Care,69.61
Product_141,SKU_887,Books & Media,246.43
Product_116,SKU_120,Home Appliances,572.59
Product_045,SKU_118,Automotive,877.89
Product_159,SKU_259,Electronics,658.73
Product_023,SKU_605,Beauty & Personal Care,85.65
Product_125,SKU_439,Toys & Games,467.47
Product_110,SKU_934,Health & Wellness,376.9
Product_118,SKU_527,Toys & Games,635.39
Product_073,SKU_905,Beauty & Personal Care,86.23
Product_162,SKU_964,Health & Wellness,851.0
Product_174,SKU_483,Health & Wellness,660.28
Product_149,SKU_775,Groceries & Gourmet Food,808.85
Product_189,SKU_495,Beauty & Personal Care,76.68
Product_017,SKU_014,Beauty & Personal Care,44.5
Product_110,SKU_584,Health & Wellness,91.43
Product_062,SKU_568,Toys & Games,644.33
Product_048,SKU_176,Toys & Games,936.28
Product_010,SKU_337,Books & Media,276.6
Product_199,SKU_346,Automotive,617.66
Product_164,SKU_913,Electronics,991.31
Product_168,SKU_661,Groceries & Gourmet Food,917.31
Product_029,SKU_631,Automotive,269.2
Product_062,SKU_217,Toys & Games,330.34
Product_064,SKU_257,Fashion & Apparel,369.74
Product_132,SKU_893,Health & Wellness,280.77
Product_035,SKU_965,Groceries & Gourmet Food,439.69
Product_117,SKU_184,Books & Media,190.53
Product_067,SKU_629,Home Appliances,769.98
Product_200,SKU_506,Fashion & Apparel,171.56
Product_081,SKU_917,Books & Media,368.58
Product_173,SKU_299,Fashion & Apparel,707.05
Product_119,SKU_639,Home Appliances,716.2
Product_064,SKU_038,Fashion & Apparel,521.74
Product_081,SKU_740,Books & Media,451.39
Product_092,SKU_615,Fashion & Apparel,253.8
Product_127,SKU_097,Books & Media,173.8
Product_077,SKU_445,Automotive,136.9
Product_149,SKU_752,Groceries & Gourmet Food,751.05
Product_059,SKU_840,Fashion & Apparel,355.84
Product_126,SKU_651,Beauty & Personal Care,91.24
Product_125,SKU_439,Toys & Games,111.18
Product_181,SKU_228,Beauty & Personal Care,78.39
Product_115,SKU_297,Health & Wellness,742.15
Product_062,SKU_568,Toys & Games,685.47
Product_188,SKU_463,Automotive,936.59
Product_105,SKU_253,Fashion & Apparel,738.7
Product_071,SKU_006,Beauty & Personal Care,61.11
Product_091,SKU_551,Books & Media,422.12
Product_113,SKU_102,Home Appliances,716.12
Product_001,SKU_444,Health & Wellness,468.08
Product_087,SKU_618,Beauty & Personal Care,24.96
Product_055,SKU_557,Automotive,854.3
Product_123,SKU_432,Automotive,468.11
Product_025,SKU_394,Toys & Games,721.57
Product_180,SKU_408,Fashion & Apparel,473.23
Product_034,SKU_724,Automotive,733.25
Product_020,SKU_031,Health & Wellness,398.68
Product_173,SKU_426,Fashion & Apparel,839.34
Product_052,SKU_135,Health & Wellness,426.87
Product_168,SKU_133,Groceries & Gourmet Food,670.41
Product_168,SKU_871,Groceries & Gourmet Food,655.79
Product_006,SKU_536,Automotive,894.73
Product_101,SKU_756,Health & Wellness,432.78
Product_031,SKU_325,Sports & Outdoors,79.17
Product_121,SKU_224,Groceries & Gourmet Food,128.07
Product_004,SKU_959,Beauty & Personal Care,70.27
Product_083,SKU_206,Toys & Games,344.64
Product_089,SKU_830,Sports & Outdoors,125.28
Product_133,SKU_579,Toys & Games,76.46
Product_106,SKU_778,Books & Media,424.57
Product_177,SKU_063,Toys & Games,707.9
Product_185,SKU_837,Beauty & Personal Care,62.34
Product_162,SKU_384,Health & Wellness,558.05
Product_186,SKU_289,Toys & Games,384.16
Product_051,SKU_765,Automotive,203.56
Product_191,SKU_708,Books & Media,258.5
Product_026,SKU_470,Fashion & Apparel,596.36
Product_155,SKU_987,Toys & Games,384.78
Product_131,SKU_047,Health & Wellness,288.84
Product_183,SKU_390,Fashion & Apparel,874.97
Product_095,SKU_409,Home Appliances,628.7
Product_122,SKU_375,Electronics,425.27
Product_158,SKU_612,Groceries & Gourmet Food,864.56
Product_164,SKU_943,Electronics,188.15
Product_002,SKU_143,Home Appliances,756.99
Product_095,SKU_771,Home Appliances,743.77
Product_016,SKU_614,Home Appliances,464.78
Product_170,SKU_496,Books & Media,533.13
Product_167,SKU_229,Toys & Games,811.37
Product_174,SKU_104,Health & Wellness,374.56
Product_149,SKU_927,Groceries & Gourmet Food,262.7
Product_045,SKU_366,Automotive,418.25
Product_074,SKU_885,Beauty & Personal Care,93.27
Product_028,SKU_479,Books & Media,436.42
Product_107,SKU_458,Sports & Outdoors,623.62
Product_186,SKU_041,Toys & Games,815.65
Product_036,SKU_851,Sports & Outdoors,121.26
Product_142,SKU_738,Health & Wellness,447.45
Product_160,SKU_622,Health & Wellness,679.43
Product_054,SKU_238,Books & Media,347.72
Product_042,SKU_028,Books & Media,673.12
Product_001,SKU_444,Health & Wellness,260.82
Product_045,SKU_608,Automotive,105.92
Product_171,SKU_305,Toys & Games,199.99
Product_145,SKU_233,Fashion & Apparel,724.13
Product_152,SKU_906,Beauty & Personal Care,66.78
Product_032,SKU_320,Electronics,679.1
Product_115,SKU_554,Health & Wellness,856.73
Product_002,SKU_796,Home Appliances,672.1
Product_066,SKU_941,Home Appliances,176.98
Product_062,SKU_217,Toys & Games,162.68
Product_072,SKU_473,Electronics,651.24
Product_001,SKU_037,Health & Wellness,402.92
Product_020,SKU_031,Health & Wellness,935.83
Product_092,SKU_494,Fashion & Apparel,982.56
Product_106,SKU_054,Books & Media,673.56
Product_120,SKU_482,Electronics,845.22
Product_040,SKU_312,Health & Wellness,627.36
Product_101,SKU_011,Health & Wellness,918.76
Product_150,SKU_839,Beauty & Personal Care,71.2
Product_180,SKU_895,Fashion & Apparel,874.4
Product_106,SKU_630,Books & Media,259.32
Product_129,SKU_829,Fashion & Apparel,596.18
Product_067,SKU_819,Home Appliances,533.24
Product_090,SKU_515,Toys & Games,852.28
Product_010,SKU_324,Books & Media,546.52
Product_093,SKU_698,Books & Media,555.5
Product_154,SKU_435,Toys & Games,942.96
Product_004,SKU_263,Beauty & Personal Care,88.62
Product_179,SKU_633,Home Appliances,461.32
Product_003,SKU_472,Toys & Games,636.88
Product_199,SKU_346,Automotive,985.94
Product_124,SKU_501,Toys & Games,778.99
Product_041,SKU_399,Automotive,780.34
Product_106,SKU_778,Books & Media,123.23
Product_196,SKU_856,Books & Media,109.75
Product_045,SKU_366,Automotive,877.6
Product_040,SKU_462,Health & Wellness,439.96
Product_015,SKU_486,Books & Media,802.05
Product_073,SKU_456,Beauty & Personal Care,85.96
Product_091,SKU_937,Books & Media,784.12
Product_004,SKU_290,Beauty & Personal Care,46.79
Product_162,SKU_786,Health & Wellness,866.06
Product_170,SKU_252,Books & Media,596.22
Product_085,SKU_656,Books & Media,879.36
Product_162,SKU_285,Health & Wellness,748.7
Product_082,SKU_759,Health & Wellness,891.04
Product_110,SKU_934,Health & Wellness,204.28
Product_011,SKU_832,Beauty & Personal Care,35.93
Product_178,SKU_726,Beauty & Personal Care,94.67
Product_027,SKU_420,Books & Media,773.24
Product_186,SKU_944,Toys & Games,783.01
Product_066,SKU_147,Home Appliances,655.2
Product_093,SKU_693,Books & Media,420.22
Product_010,SKU_324,Books & Media,810.32
Product_169,SKU_177,Automotive,715.02
Product_156,SKU_742,Beauty & Personal Care,65.22
Product_013,SKU_595,Home Appliances,380.77
Product_116,SKU_904,Home Appliances,292.02
Product_108,SKU_916,Books & Media,685.3
Product_169,SKU_797,Automotive,545.97
Product_167,SKU_392,Toys & Games,749.89
Product_062,SKU_459,Toys & Games,120.62
Product_121,SKU_763,Groceries & Gourmet Food,543.27
Product_041,SKU_399,Automotive,859.53
Product_163,SKU_975,Fashion & Apparel,288.23
Product_085,SKU_160,Books & Media,638.8
Product_020,SKU_764,Health & Wellness,104.25
Product_028,SKU_272,Books & Media,94.52
Product_104,SKU_926,Fashion & Apparel,151.42
Product_072,SKU_777,Electronics,744.02
Product_090,SKU_377,Toys & Games,526.75
Product_142,SKU_005,Health & Wellness,112.63
Product_148,SKU_963,Groceries & Gourmet Food,578.93
Product_186,SKU_041,Toys & Games,984.93
Product_029,SKU_592,Automotive,824.2
Product_052,SKU_040,Health & Wellness,360.21
Product_141,SKU_007,Books & Media,393.95
Product_008,SKU_414,Fashion & Apparel,366.22
Product_127,SKU_860,Books & Media,351.62
Product_080,SKU_875,Health & Wellness,890.57
Product_016,SKU_907,Home Appliances,467.21
Product_064,SKU_587,Fashion & Apparel,135.89
Product_038,SKU_979,Health & Wellness,702.75
Product_135,SKU_750,Books & Media,420.37
Product_197,SKU_208,Electronics,242.55
Product_113,SKU_220,Home Appliances,875.83
Product_044,SKU_583,Beauty & Personal Care,52.02
Product_012,SKU_517,Home Appliances,307.22
Product_163,SKU_975,Fashion & Apparel,744.79
Product_160,SKU_974,Health & Wellness,648.42
Product_116,SKU_852,Home Appliances,109.18
Product_122,SKU_933,Electronics,162.39
Product_184,SKU_598,Toys & Games,608.25
Product_064,SKU_256,Fashion & Apparel,175.67
Product_152,SKU_029,Beauty & Personal Care,38.17
Product_160,SKU_560,Health & Wellness,376.61
Product_021,SKU_948,Groceries & Gourmet Food,750.74
Product_105,SKU_925,Fashion & Apparel,238.34
Product_078,SKU_149,Automotive,551.67
Product_199,SKU_398,Automotive,656.33
Product_167,SKU_392,Toys & Games,842.04
Product_073,SKU_923,Beauty & Personal Care,44.63
Product_155,SKU_262,Toys & Games,613.62
Product_089,SKU_343,Sports & Outdoors,318.41
Product_104,SKU_073,Fashion & Apparel,636.12
Product_124,SKU_910,Toys & Games,494.47
Product_169,SKU_682,Automotive,829.38
Product_154,SKU_854,Toys & Games,502.4
Product_074,SKU_885,Beauty & Personal Care,90.76
Product_031,SKU_025,Sports & Outdoors,380.73
Product_166,SKU_523,Sports & Outdoors,500.06
Product_053,SKU_443,Automotive,369.88
Product_073,SKU_181,Beauty & Personal Care,28.38
Product_165,SKU_702,Groceries & Gourmet Food,205.69
Product_025,SKU_394,Toys & Games,485.09
Product_128,SKU_016,Home Appliances,653.91
Product_191,SKU_153,Books & Media,874.7
Product_152,SKU_906,Beauty & Personal Care,25.19
Product_031,SKU_025,Sports & Outdoors,56.05
Product_084,SKU_057,Groceries & Gourmet Food,390.17
Product_072,SKU_777,Electronics,530.78
Product_046,SKU_891,Fashion & Apparel,244.16
Product_010,SKU_337,Books & Media,272.56
Product_160,SKU_340,Health & Wellness,903.58
Product_081,SKU_115,Books & Media,369.13
Product_040,SKU_462,Health & Wellness,372.55
Product_106,SKU_778,Books & Media,862.84
Product_175,SKU_782,Fashion & Apparel,892.32
Product_191,SKU_153,Books & Media,778.84
Product_009,SKU_234,Home Appliances,148.96
Product_116,SKU_866,Home Appliances,520.83
Product_124,SKU_910,Toys & Games,983.06
Product_121,SKU_616,Groceries & Gourmet Food,670.5
Product_146,SKU_328,Sports & Outdoors,931.59
Product_066,SKU_941,Home Appliances,529.87
Product_023,SKU_602,Beauty & Personal Care,76.21
Product_167,SKU_332,Toys & Games,430.74
Product_029,SKU_873,Automotive,922.81
Product_093,SKU_731,Books & Media,931.96
Product_185,SKU_575,Beauty & Personal Care,70.09
Product_063,SKU_671,Health & Wellness,420.02
Product_023,SKU_605,Beauty & Personal Care,80.48
Product_121,SKU_758,Groceries & Gourmet Food,970.22
Product_036,SKU_947,Sports & Outdoors,346.46
Product_178,SKU_569,Beauty & Personal Care,40.95
Product_176,SKU_503,Health & Wellness,416.91
Product_004,SKU_292,Beauty & Personal Care,87.45
Product_141,SKU_007,Books & Media,467.25
Product_187,SKU_484,Home Appliances,375.79
Product_052,SKU_572,Health & Wellness,879.11
Product_168,SKU_717,Groceries & Gourmet Food,907.75
Product_171,SKU_096,Toys & Games,910.57
Product_091,SKU_562,Books & Media,651.38
Product_118,SKU_674,Toys & Games,167.09
Product_115,SKU_140,Health & Wellness,134.15
Product_066,SKU_052,Home Appliances,691.98
Product_078,SKU_816,Automotive,659.37
Product_028,SKU_039,Books & Media,380.88
Product_063,SKU_226,Health & Wellness,196.74
Product_064,SKU_166,Fashion & Apparel,784.58
Product_076,SKU_886,Fashion & Apparel,539.22
Product_117,SKU_872,Books & Media,285.83
Product_118,SKU_062,Toys & Games,838.92
Product_151,SKU_030,Automotive,772.69
Product_168,SKU_121,Groceries & Gourmet Food,180.99
Product_042,SKU_200,Books & Media,117.18
Product_149,SKU_766,Groceries & Gourmet Food,275.7
Product_119,SKU_544,Home Appliances,565.38
Product_091,SKU_562,Books & Media,912.72
Product_021,SKU_504,Groceries & Gourmet Food,420.36
Product_085,SKU_625,Books & Media,335.76
Product_128,SKU_288,Home Appliances,731.61
Product_089,SKU_343,Sports & Outdoors,740.74
Product_016,SKU_664,Home Appliances,971.2
Product_161,SKU_427,Fashion & Apparel,757.3
Product_091,SKU_677,Books & Media,855.07
Product_173,SKU_426,Fashion & Apparel,907.62
Product_116,SKU_232,Home Appliances,981.15
Product_098,SKU_485,Books & Media,533.25
Product_075,SKU_792,Home Appliances,806.75
Product_196,SKU_223,Books & Media,227.34
Product_148,SKU_251,Groceries & Gourmet Food,334.9
Product_197,SKU_161,Electronics,819.15
Product_134,SKU_721,Beauty & Personal Care,53.51
Product_141,SKU_545,Books & Media,99.41
Product_187,SKU_638,Home Appliances,974.34
Product_029,SKU_828,Automotive,520.72
Product_034,SKU_724,Automotive,307.87
Product_149,SKU_775,Groceries & Gourmet Food,825.6
Product_178,SKU_569,Beauty & Personal Care,49.53
Product_136,SKU_901,Groceries & Gourmet Food,577.98
Product_155,SKU_350,Toys & Games,548.72
Product_042,SKU_716,Books & Media,959.93
Product_028,SKU_479,Books & Media,522.02
