Order ID,Customer ID,Warehouse ID,Customer Age,Customer Gender,Date,Recency,Order Gap
4020,CUST035,WH001,44,Female,2023-10-26,594,0.0
2271,CUST035,WH003,44,Female,2023-12-07,552,42.0
2271,CUST035,WH003,44,Female,2023-12-07,552,0.0
4601,CUST035,WH005,44,Female,2023-12-28,531,21.0
4601,CUST035,WH005,44,Female,2023-12-28,531,0.0
8940,CUST036,WH003,20,Female,2023-02-07,855,0.0
1689,CUST036,WH005,20,Female,2023-05-27,746,109.0
1689,CUST036,WH005,20,Female,2023-05-27,746,0.0
7370,CUST036,WH001,20,Female,2023-06-25,717,29.0
7370,CUST036,WH001,20,Female,2023-06-25,717,0.0
9433,CUST036,WH002,20,Female,2023-07-04,708,9.0
9433,CUST036,WH002,20,Female,2023-07-04,708,0.0
4477,CUST036,WH004,20,Female,2023-12-08,551,157.0
4477,CUST036,WH004,20,Female,2023-12-08,551,0.0
5254,CUST037,WH004,45,Male,2023-04-07,796,0.0
673,CUST037,WH001,45,Male,2023-07-17,695,101.0
673,CUST037,WH001,45,Male,2023-07-17,695,0.0
5647,CUST037,WH001,45,Male,2023-07-24,688,7.0
5647,CUST037,WH001,45,Male,2023-07-24,688,0.0
7098,CUST037,WH002,45,Male,2023-09-22,628,60.0
7098,CUST037,WH002,45,Male,2023-09-22,628,0.0
6086,CUST037,WH001,45,Male,2023-10-13,607,21.0
6086,CUST037,WH001,45,Male,2023-10-13,607,0.0
806,CUST037,WH001,45,Male,2023-11-22,567,40.0
806,CUST037,WH001,45,Male,2023-11-22,567,0.0
3788,CUST037,WH001,45,Male,2023-12-05,554,13.0
3788,CUST037,WH001,45,Male,2023-12-05,554,0.0
4089,CUST038,WH002,42,Male,2023-01-19,874,0.0
1098,CUST038,WH001,42,Male,2023-05-01,772,102.0
1098,CUST038,WH001,42,Male,2023-05-01,772,0.0
5257,CUST038,WH004,42,Male,2023-06-01,741,31.0
5257,CUST038,WH004,42,Male,2023-06-01,741,0.0
2077,CUST038,WH001,42,Male,2023-07-31,681,60.0
2077,CUST038,WH001,42,Male,2023-07-31,681,0.0
1919,CUST038,WH002,42,Male,2023-12-08,551,130.0
1919,CUST038,WH002,42,Male,2023-12-08,551,0.0
4672,CUST039,WH002,62,Female,2023-01-24,869,0.0
9156,CUST039,WH004,62,Female,2023-03-07,827,42.0
9156,CUST039,WH004,62,Female,2023-03-07,827,0.0
7562,CUST039,WH003,62,Female,2023-04-06,797,30.0
7562,CUST039,WH003,62,Female,2023-04-06,797,0.0
7557,CUST039,WH005,62,Female,2023-04-30,773,24.0
7557,CUST039,WH005,62,Female,2023-04-30,773,0.0
6160,CUST039,WH004,62,Female,2023-05-06,767,6.0
6160,CUST039,WH004,62,Female,2023-05-06,767,0.0
8982,CUST039,WH005,62,Female,2023-09-05,645,122.0
8982,CUST039,WH005,62,Female,2023-09-05,645,0.0
1347,CUST039,WH002,62,Female,2023-12-20,539,106.0
1347,CUST039,WH002,62,Female,2023-12-20,539,0.0
2741,CUST040,WH004,46,Male,2023-02-23,839,0.0
8736,CUST040,WH003,46,Male,2023-03-04,830,9.0
8858,CUST040,WH004,46,Male,2023-04-08,795,35.0
8858,CUST040,WH004,46,Male,2023-04-08,795,0.0
4164,CUST040,WH005,46,Male,2023-06-23,719,76.0
2609,CUST040,WH004,46,Male,2023-10-13,607,112.0
2609,CUST040,WH004,46,Male,2023-10-13,607,0.0
850,CUST041,WH001,18,Female,2023-05-06,767,0.0
3797,CUST041,WH003,18,Female,2023-08-17,664,103.0
3797,CUST041,WH003,18,Female,2023-08-17,664,0.0
5158,CUST041,WH003,18,Female,2023-09-15,635,29.0
5158,CUST041,WH003,18,Female,2023-09-15,635,0.0
7872,CUST041,WH005,18,Female,2023-11-24,565,70.0
7872,CUST041,WH005,18,Female,2023-11-24,565,0.0
2174,CUST042,WH002,62,Female,2023-02-15,847,0.0
2335,CUST042,WH001,62,Female,2023-03-12,822,25.0
2335,CUST042,WH001,62,Female,2023-03-12,822,0.0
8340,CUST042,WH002,62,Female,2023-04-08,795,27.0
8340,CUST042,WH002,62,Female,2023-04-08,795,0.0
1196,CUST042,WH003,62,Female,2023-04-14,789,6.0
1196,CUST042,WH003,62,Female,2023-04-14,789,0.0
5930,CUST042,WH003,62,Female,2023-04-17,786,3.0
3334,CUST042,WH004,62,Female,2023-05-17,756,30.0
3334,CUST042,WH004,62,Female,2023-05-17,756,0.0
7688,CUST042,WH001,62,Female,2023-05-21,752,4.0
7688,CUST042,WH001,62,Female,2023-05-21,752,0.0
9484,CUST042,WH005,62,Female,2023-08-18,663,89.0
9484,CUST042,WH005,62,Female,2023-08-18,663,0.0
1664,CUST042,WH002,62,Female,2023-09-21,629,34.0
1664,CUST042,WH002,62,Female,2023-09-21,629,0.0
9182,CUST042,WH003,62,Female,2023-09-28,622,7.0
9182,CUST042,WH003,62,Female,2023-09-28,622,0.0
6651,CUST042,WH005,62,Female,2023-10-15,605,17.0
6651,CUST042,WH005,62,Female,2023-10-15,605,0.0
5671,CUST043,WH002,56,Female,2023-06-05,737,0.0
9807,CUST044,WH001,33,Female,2023-02-17,845,0.0
2632,CUST044,WH002,33,Female,2023-04-29,774,71.0
2632,CUST044,WH002,33,Female,2023-04-29,774,0.0
7893,CUST044,WH003,33,Female,2023-07-21,691,83.0
7893,CUST044,WH003,33,Female,2023-07-21,691,0.0
2802,CUST044,WH002,33,Female,2023-08-17,664,27.0
2802,CUST044,WH002,33,Female,2023-08-17,664,0.0
6865,CUST044,WH003,33,Female,2023-10-03,617,47.0
6865,CUST044,WH003,33,Female,2023-10-03,617,0.0
2858,CUST044,WH002,33,Female,2023-11-16,573,44.0
2858,CUST044,WH002,33,Female,2023-11-16,573,0.0
801,CUST045,WH005,37,Female,2023-01-12,881,0.0
3177,CUST045,WH004,37,Female,2023-01-31,862,19.0
1526,CUST045,WH001,37,Female,2023-02-02,860,2.0
3207,CUST045,WH005,37,Female,2023-03-11,823,37.0
3207,CUST045,WH005,37,Female,2023-03-11,823,0.0
8611,CUST045,WH005,37,Female,2023-05-31,742,81.0
4864,CUST045,WH001,37,Female,2023-06-12,730,12.0
4864,CUST045,WH001,37,Female,2023-06-12,730,0.0
7870,CUST045,WH002,37,Female,2023-09-05,645,85.0
7870,CUST045,WH002,37,Female,2023-09-05,645,0.0
667,CUST045,WH002,37,Female,2023-10-25,595,50.0
667,CUST045,WH002,37,Female,2023-10-25,595,0.0
5204,CUST045,WH002,37,Female,2023-11-30,559,36.0
5204,CUST045,WH002,37,Female,2023-11-30,559,0.0
2102,CUST046,WH001,61,Male,2023-05-24,749,0.0
4929,CUST046,WH005,61,Male,2023-07-31,681,68.0
4929,CUST046,WH005,61,Male,2023-07-31,681,0.0
5134,CUST046,WH001,61,Male,2023-08-01,680,1.0
5134,CUST046,WH001,61,Male,2023-08-01,680,0.0
9294,CUST046,WH002,61,Male,2023-11-25,564,116.0
